LearningRate,BatchSize,ValLoss
0.001,16,0.19951775370103617
0.001,32,0.27779418554902074
0.001,64,0.32722186954816185
0.01,16,0.14000627243524166
0.01,32,0.13152436126985897
0.01,64,0.153008656869332
0.1,16,0.20215428576427635
0.1,32,0.1690239954350594
0.1,64,0.1713500801725313
